,date,Open,High,Low,Close_x,Volume,label_up5,label_up2,label_down5,label_down2
588,2016-08-13,587.14,590.07,582.81,584.59,11357750.81,False,False,False,False
589,2016-08-14,584.59,585.8,559.93,569.06,18970094.63,False,False,False,True
590,2016-08-15,569.06,574.97,559.28,566.95,19218972.96,False,False,False,False
591,2016-08-16,566.95,583.38,563.38,580.19,21634083.15,False,True,False,False
592,2016-08-17,580.19,581.1,568.66,572.34,18886741.55,False,False,False,False
593,2016-08-18,572.34,579.53,570.83,573.39,17509679.71,False,False,False,False
594,2016-08-19,573.39,577.86,566.25,574.56,14701426.29,False,False,False,False
595,2016-08-20,574.56,583.5,572.28,582.61,13416843.63,False,False,False,False
596,2016-08-21,582.61,585.32,577.84,580.66,8294321.53,False,False,False,False
597,2016-08-22,580.66,591.9,577.13,587.47,19658058.08,False,False,False,False
598,2016-08-23,587.47,589.87,578.61,583.56,18772369.53,False,False,False,False
599,2016-08-24,583.56,584.47,576.82,579.66,16337141.09,False,False,False,False
600,2016-08-25,579.66,580.71,570.81,577.96,18885349.63,False,False,False,False
601,2016-08-26,577.96,582.73,575.83,579.37,12329289.75,False,False,False,False
602,2016-08-27,579.37,580.41,567.25,570.35,10747219.53,False,False,False,True
603,2016-08-28,570.35,576.32,569.21,574.98,7377921.72,False,False,False,False
604,2016-08-29,574.98,578.61,571.38,574.23,13760854.22,False,False,False,False
605,2016-08-30,574.23,579.94,572.51,577.32,15895354.76,False,False,False,False
606,2016-08-31,577.32,578.25,571.69,573.88,14338795.45,False,False,False,False
607,2016-09-01,573.88,704.97,569.37,571.99,14860164.25,True,True,False,False
608,2016-09-02,571.99,577.6,569.3,575.29,15315755.66,False,False,False,False
609,2016-09-03,575.29,604.97,572.64,598.84,21055514.22,True,True,False,False
610,2016-09-04,598.84,615.2,590.78,609.55,18646011.82,False,True,False,False
611,2016-09-05,609.55,610.61,598.77,605.76,15369832.26,False,False,False,False
612,2016-09-06,605.76,611.95,603.55,610.44,14864563.84,False,False,False,False
613,2016-09-07,610.44,616.48,606.24,613.21,18429525.07,False,False,False,False
614,2016-09-08,613.21,629.3,611.25,625.57,22710390.64,False,True,False,False
615,2016-09-09,625.57,627.58,617.32,623.16,17710151.19,False,False,False,False
616,2016-09-10,623.16,627.45,621.07,624.52,9600113.74,False,False,False,False
617,2016-09-11,624.52,630.77,592.79,605.61,22467346.61,False,False,True,True
618,2016-09-12,605.61,610.62,603.03,607.98,17058938.65,False,False,False,False
619,2016-09-13,607.98,612.03,604.87,608.61,16850869.45,False,False,False,False
620,2016-09-14,608.61,612.16,606.39,609.54,14878860.18,False,False,False,False
621,2016-09-15,609.54,610.73,605.1,608.11,13892193.46,False,False,False,False
622,2016-09-16,608.11,610.36,605.15,607.78,13353736.94,False,False,False,False
623,2016-09-17,607.78,609.61,604.52,607.08,9724490.11,False,False,False,False
624,2016-09-18,607.08,612.38,605.22,610.7,10004923.58,False,False,False,False
625,2016-09-19,610.7,612.41,606.99,609.85,12981851.28,False,False,False,False
626,2016-09-20,609.85,611.27,605.93,609.24,13809380.94,False,False,False,False
627,2016-09-21,609.24,608.82,591.69,597.16,22059386.51,False,False,False,True
628,2016-09-22,597.16,599.78,592.83,595.63,13463966.31,False,False,False,False
629,2016-09-23,595.63,603.7,594.11,602.92,15567036.24,False,False,False,False
630,2016-09-24,602.92,605.92,600.5,602.59,8196210.74,False,False,False,False
631,2016-09-25,602.59,604.87,598.35,601.49,8038079.81,False,False,False,False
632,2016-09-26,601.49,608.46,598.17,606.54,16700407.53,False,False,False,False
633,2016-09-27,606.54,608.97,601.73,605.47,15534315.77,False,False,False,False
634,2016-09-28,605.47,606.9,602.62,604.67,11485005.36,False,False,False,False
635,2016-09-29,604.67,607.23,602.01,604.7,15403975.48,False,False,False,False
636,2016-09-30,604.7,608.78,602.25,608.14,14534745.84,False,False,False,False
637,2016-10-01,608.14,615.0,607.07,613.41,10415543.03,False,False,False,False
638,2016-10-02,613.41,614.21,607.67,610.69,10096653.77,False,False,False,False
639,2016-10-03,610.69,613.2,608.47,611.6,13462741.8,False,False,False,False
640,2016-10-04,611.6,612.68,606.5,608.96,15300692.52,False,False,False,False
641,2016-10-05,608.96,613.65,607.98,611.82,14360536.88,False,False,False,False
642,2016-10-06,611.82,612.68,608.54,610.97,13276337.45,False,False,False,False
643,2016-10-07,610.97,619.43,609.12,616.03,20167399.2,False,False,False,False
644,2016-10-08,616.03,619.56,614.88,617.65,8467434.0,False,False,False,False
645,2016-10-09,617.65,618.35,613.01,615.77,8320759.4,False,False,False,False
646,2016-10-10,615.77,618.81,612.76,617.29,15597892.34,False,False,False,False
647,2016-10-11,617.29,642.35,615.6,640.45,35367127.91,False,True,False,False
648,2016-10-12,640.45,642.51,632.19,635.99,17240000.95,False,False,False,False
649,2016-10-13,635.99,639.52,632.25,635.6,16387361.92,False,False,False,False
650,2016-10-14,635.6,640.46,630.66,637.92,20114873.61,False,False,False,False
651,2016-10-15,637.92,641.4,635.06,637.03,7970927.57,False,False,False,False
652,2016-10-16,637.03,642.18,636.39,640.12,8306925.43,False,False,False,False
653,2016-10-17,640.12,641.29,634.89,637.37,17742610.19,False,False,False,False
654,2016-10-18,637.37,639.34,632.23,635.34,15725013.13,False,False,False,False
655,2016-10-19,635.34,637.27,624.09,629.06,22379197.69,False,False,False,False
656,2016-10-20,629.06,630.83,625.48,628.34,13252110.98,False,False,False,False
657,2016-10-21,628.34,633.26,627.58,630.45,17836383.25,False,False,False,False
658,2016-10-22,630.45,659.89,629.72,655.48,24154228.12,False,True,False,False
659,2016-10-23,655.48,661.2,648.78,653.03,14418212.04,False,False,False,False
660,2016-10-24,653.03,654.32,645.68,650.49,21726106.55,False,False,False,False
661,2016-10-25,650.49,662.54,647.65,651.0,24179462.12,False,False,False,False
662,2016-10-26,651.0,678.39,651.39,674.67,31949607.32,False,True,False,False
663,2016-10-27,674.67,687.88,672.26,682.3,31862181.34,False,False,False,False
664,2016-10-28,682.3,688.43,678.63,686.24,26829414.0,False,False,False,False
665,2016-10-29,686.24,720.19,685.22,714.95,38351348.64,False,True,False,False
666,2016-10-30,714.95,714.91,689.51,697.27,27793236.64,False,False,False,True
667,2016-10-31,697.27,707.21,682.17,698.67,26687188.09,False,False,False,True
668,2016-11-01,698.67,734.36,695.2,726.76,49453950.69,True,True,False,False
669,2016-11-02,726.76,735.78,718.14,733.51,28452232.03,False,False,False,False
670,2016-11-03,733.51,744.43,670.4,684.87,69067917.54,False,False,True,True
671,2016-11-04,684.87,706.64,681.27,702.08,33762721.43,False,True,False,False
672,2016-11-05,702.08,706.38,694.03,702.11,15554565.72,False,False,False,False
673,2016-11-06,702.11,714.13,697.63,709.91,18363567.63,False,False,False,False
674,2016-11-07,709.91,711.66,698.35,705.4,21797370.12,False,False,False,False
675,2016-11-08,705.4,714.63,700.96,710.9,28262235.71,False,False,False,False
676,2016-11-09,710.9,741.23,707.13,721.42,51548567.54,False,True,False,False
677,2016-11-10,721.42,723.02,707.31,714.57,23931322.76,False,False,False,False
678,2016-11-11,714.57,719.79,711.67,714.97,18386841.21,False,False,False,False
679,2016-11-12,714.97,717.37,701.08,704.27,19677656.63,False,False,False,False
680,2016-11-13,704.27,705.61,685.01,701.97,25249834.8,False,False,False,True
681,2016-11-14,701.97,708.03,696.11,704.56,26613445.03,False,False,False,False
682,2016-11-15,704.56,716.93,697.91,711.1,29562740.26,False,False,False,False
683,2016-11-16,711.1,745.98,708.14,740.28,58304902.39,False,True,False,False
684,2016-11-17,740.28,751.91,730.08,737.53,46942756.4,False,False,False,False
685,2016-11-18,737.53,751.43,730.95,746.96,29666065.54,False,False,False,False
686,2016-11-19,746.96,755.34,737.44,747.89,19276573.28,False,False,False,False
687,2016-11-20,747.89,752.26,712.77,728.51,34876785.19,False,False,False,True
688,2016-11-21,728.51,744.33,726.55,736.19,24010681.87,False,True,False,False
689,2016-11-22,736.19,754.01,730.62,749.34,33225195.21,False,True,False,False
690,2016-11-23,749.34,750.93,731.34,741.07,28258203.98,False,False,False,True
691,2016-11-24,741.07,744.24,726.19,735.31,27531777.52,False,False,False,True
692,2016-11-25,735.31,741.25,728.97,740.39,21299510.69,False,False,False,False
693,2016-11-26,740.39,740.96,725.62,734.14,16682481.58,False,False,False,False
694,2016-11-27,734.14,738.29,727.11,729.42,15735824.63,False,False,False,False
695,2016-11-28,729.42,738.1,727.74,733.3,25153838.93,False,False,False,False
696,2016-11-29,733.3,737.04,727.78,732.56,24030304.1,False,False,False,False
697,2016-11-30,732.56,745.39,730.57,742.49,29210351.41,False,False,False,False
698,2016-12-01,742.49,755.48,741.08,752.63,40690942.17,False,False,False,False
699,2016-12-02,752.63,779.02,752.25,770.94,48893613.64,False,True,False,False
700,2016-12-03,770.94,772.32,755.81,764.24,30234128.1,False,False,False,False
701,2016-12-04,764.24,769.23,758.8,766.39,14755120.48,False,False,False,False
702,2016-12-05,766.39,769.18,746.01,754.34,39082688.28,False,False,False,True
703,2016-12-06,754.34,762.48,750.91,758.21,25497771.6,False,False,False,False
704,2016-12-07,758.21,769.02,754.27,765.56,26755412.58,False,False,False,False
705,2016-12-08,765.56,773.41,761.17,768.49,22208497.22,False,False,False,False
706,2016-12-09,768.49,773.48,765.03,770.48,18722048.47,False,False,False,False
707,2016-12-10,770.48,776.96,769.19,774.0,14049110.07,False,False,False,False
708,2016-12-11,774.0,774.16,763.0,767.91,13269086.38,False,False,False,False
709,2016-12-12,767.91,781.26,767.86,778.47,22442991.37,False,False,False,False
710,2016-12-13,778.47,790.33,767.77,778.74,25894856.06,False,False,False,False
711,2016-12-14,778.74,780.77,771.01,776.5,19326375.41,False,False,False,False
712,2016-12-15,776.5,780.27,773.12,775.21,20452116.66,False,False,False,False
713,2016-12-16,775.21,783.94,773.31,782.05,21650384.64,False,False,False,False
714,2016-12-17,782.05,791.57,779.36,787.17,18648778.51,False,False,False,False
715,2016-12-18,787.17,791.26,783.8,789.01,11525747.48,False,False,False,False
716,2016-12-19,789.01,793.73,786.31,789.79,20238681.94,False,False,False,False
717,2016-12-20,789.79,800.02,787.12,799.1,27406319.09,False,False,False,False
718,2016-12-21,799.1,833.13,795.98,829.21,53411082.07,False,True,False,False
719,2016-12-22,829.21,874.68,828.87,860.15,60511618.45,True,True,False,False
720,2016-12-23,860.15,920.26,858.04,917.17,91802931.23,True,True,False,False
721,2016-12-24,917.17,920.49,880.79,891.07,41576781.41,False,False,False,True
722,2016-12-25,891.07,895.24,851.42,891.07,37173377.51,False,False,False,True
723,2016-12-26,891.07,909.32,885.88,898.38,35002753.4,False,True,False,False
724,2016-12-27,898.38,937.91,893.38,925.78,45966615.06,False,True,False,False
725,2016-12-28,925.78,974.51,925.49,972.17,73811803.99,True,True,False,False
726,2016-12-29,972.17,982.57,949.23,971.08,59226667.89,False,False,False,True
727,2016-12-30,971.08,971.59,927.4,959.04,67449149.3,False,False,False,True
728,2017-01-01,963.38,1001.61,956.1,995.44,40570922.99,False,True,False,False
729,2017-01-02,995.44,1031.68,990.2,1017.05,66038073.34,False,True,False,False
730,2017-01-03,1017.05,1035.47,1006.53,1033.3,56085870.7,False,False,False,False
731,2017-01-04,1033.3,1148.54,1022.32,1135.41,170584623.04,True,True,False,False
732,2017-01-05,1135.41,1150.63,874.53,989.35,244839289.77,False,False,True,True
733,2017-01-06,989.35,1027.42,852.55,886.16,179160668.84,False,True,True,True
734,2017-01-07,886.16,900.86,806.66,888.87,113037531.71,False,False,True,True
735,2017-01-08,888.87,936.13,875.85,900.86,70298340.37,True,True,False,False
736,2017-01-09,900.86,910.47,870.91,899.78,55963281.18,False,False,False,True
737,2017-01-10,899.78,911.32,890.12,904.37,48644106.82,False,False,False,False
738,2017-01-11,904.37,917.65,751.63,785.43,160194109.8,False,False,True,True
739,2017-01-12,785.43,828.21,739.55,810.11,93986701.88,True,True,True,True
740,2017-01-13,810.11,835.05,771.0,824.83,72555875.62,False,True,False,True
741,2017-01-14,824.83,838.9,808.27,819.63,36594482.0,False,False,False,True
742,2017-01-15,819.63,826.43,808.63,821.17,20004735.1,False,False,False,False
743,2017-01-16,821.17,836.66,817.7,827.34,27592899.17,False,False,False,False
744,2017-01-17,827.34,906.38,825.04,899.66,72272727.15,True,True,False,False
745,2017-01-18,899.66,913.67,845.87,872.03,61042392.11,False,False,True,True
746,2017-01-19,872.03,905.28,870.71,895.21,52300814.98,False,True,False,False
747,2017-01-20,895.21,901.49,878.9,892.91,34847130.33,False,False,False,False
748,2017-01-21,892.91,928.93,889.46,919.84,37129176.59,False,True,False,False
749,2017-01-22,919.84,938.38,888.62,918.84,44074299.79,False,True,False,True
750,2017-01-23,918.84,927.98,910.85,921.46,30261054.5,False,False,False,False
751,2017-01-24,921.46,925.61,889.15,893.75,53468911.31,False,False,False,True
752,2017-01-25,893.75,905.7,883.63,894.41,34014866.15,False,False,False,False
753,2017-01-26,894.41,919.32,893.49,915.56,30795685.98,False,True,False,False
754,2017-01-27,915.56,922.56,907.92,918.01,28503144.41,False,False,False,False
755,2017-01-28,918.01,921.89,912.84,918.51,13251844.02,False,False,False,False
756,2017-01-29,918.51,922.4,912.68,914.55,10214368.33,False,False,False,False
757,2017-01-30,914.55,922.35,911.51,920.73,17604172.47,False,False,False,False
758,2017-01-31,920.73,967.45,917.38,965.49,51869216.53,True,True,False,False
759,2017-02-01,965.49,986.57,959.82,982.43,44035816.37,False,True,False,False
760,2017-02-02,982.43,1009.13,973.5,1003.97,50633910.56,False,True,False,False
761,2017-02-03,1003.97,1023.72,989.21,1013.02,62431017.97,False,False,False,False
762,2017-02-04,1013.02,1041.04,1000.41,1031.85,40406542.54,False,True,False,False
763,2017-02-05,1031.85,1033.66,1004.05,1016.11,31669956.98,False,False,False,True
764,2017-02-06,1016.11,1030.6,1010.83,1024.67,32828350.27,False,False,False,False
765,2017-02-07,1024.67,1054.1,1019.87,1049.56,41318349.43,False,True,False,False
766,2017-02-08,1049.56,1069.23,1020.33,1055.49,68336320.22,False,False,False,True
767,2017-02-09,1055.49,1073.03,924.65,978.96,145839317.48,False,False,True,True
768,2017-02-10,978.96,1005.6,947.02,997.61,60639111.4,False,True,False,True
769,2017-02-11,997.61,1014.32,983.93,1008.32,28504495.1,False,False,False,False
770,2017-02-12,1008.32,1007.82,992.45,996.52,14825023.07,False,False,False,False
771,2017-02-13,996.52,1007.61,975.1,995.36,32785064.4,False,False,False,True
772,2017-02-14,995.36,1013.8,986.46,1008.34,39810076.3,False,False,False,False
773,2017-02-15,1008.34,1010.93,999.73,1008.19,23569549.45,False,False,False,False
774,2017-02-16,1008.19,1040.28,1007.39,1031.93,39114743.32,False,True,False,False
775,2017-02-17,1031.93,1057.39,1025.87,1049.41,47815360.54,False,True,False,False
776,2017-02-18,1049.41,1063.21,1044.68,1052.28,26856521.18,False,False,False,False
777,2017-02-19,1052.28,1056.48,1037.67,1048.89,18876881.86,False,False,False,False
778,2017-02-20,1048.89,1081.78,1040.99,1077.56,32959720.15,False,True,False,False
779,2017-02-21,1077.56,1123.03,1073.54,1119.03,62908569.43,False,True,False,False
780,2017-02-22,1119.03,1132.25,1094.83,1120.46,53647453.34,False,False,False,True
781,2017-02-23,1120.46,1181.6,1113.54,1171.91,75663167.44,True,True,False,False
782,2017-02-24,1171.91,1211.74,1092.41,1176.49,126978010.75,False,True,True,True
783,2017-02-25,1176.49,1180.01,1116.21,1149.05,53003830.46,False,False,True,True
784,2017-02-26,1149.05,1177.47,1130.61,1171.58,35750258.05,False,True,False,False
785,2017-02-27,1171.58,1195.82,1164.27,1188.83,42035366.64,False,True,False,False
786,2017-02-28,1188.83,1208.22,1175.75,1189.27,60371869.57,False,False,False,False
787,2017-03-01,1189.27,1225.04,1154.55,1222.66,61964760.57,False,True,False,True
788,2017-03-02,1222.66,1286.98,1211.96,1255.47,98040639.32,True,True,False,False
789,2017-03-03,1255.47,1291.35,1250.8,1283.3,85876262.86,False,True,False,False
790,2017-03-04,1283.3,1285.78,1228.73,1264.32,48597934.9,False,False,False,True
791,2017-03-05,1264.32,1273.28,1242.1,1271.22,32104972.38,False,False,False,False
792,2017-03-06,1271.22,1280.61,1261.0,1277.01,39591110.81,False,False,False,False
793,2017-03-07,1277.01,1280.89,1148.66,1232.69,108673876.49,False,False,True,True
794,2017-03-08,1232.69,1242.04,1136.88,1146.97,116342973.91,False,False,True,True
795,2017-03-09,1146.97,1206.97,1129.35,1191.33,70427061.57,True,True,False,False
796,2017-03-10,1191.33,1330.42,988.69,1112.39,223836041.81,True,True,True,True
797,2017-03-11,1112.39,1202.69,1104.78,1179.22,82387198.06,True,True,False,False
798,2017-03-12,1179.22,1235.46,1160.9,1225.11,53441762.07,False,True,False,False
799,2017-03-13,1225.11,1245.63,1205.61,1238.19,74376298.14,False,False,False,False
800,2017-03-14,1238.19,1255.52,1218.38,1243.14,56058617.23,False,False,False,False
801,2017-03-15,1243.14,1256.95,1236.43,1253.43,54486699.63,False,False,False,False
802,2017-03-16,1253.43,1260.24,1118.96,1172.88,159409024.53,False,False,True,True
803,2017-03-17,1172.88,1174.9,1063.48,1071.71,183879768.71,False,False,True,True
804,2017-03-18,1071.71,1103.61,940.18,971.38,212772055.65,False,True,True,True
805,2017-03-19,971.38,1063.67,967.31,1022.6,108128237.76,True,True,False,False
806,2017-03-20,1022.6,1057.5,1005.05,1047.51,63833143.48,False,True,False,False
807,2017-03-21,1047.51,1125.53,1043.87,1121.29,101051998.73,True,True,False,False
808,2017-03-22,1121.29,1121.88,997.78,1044.72,120730492.05,False,False,True,True
809,2017-03-23,1044.72,1062.79,1022.02,1035.03,58898141.13,False,False,False,True
810,2017-03-24,1035.03,1038.38,927.35,939.7,130042865.54,False,False,True,True
811,2017-03-25,939.7,995.96,890.43,966.3,118395054.45,True,True,True,True
812,2017-03-26,966.3,1004.32,946.65,969.44,83255983.42,False,True,False,True
813,2017-03-27,969.44,1048.85,961.8,1045.14,92332221.14,True,True,False,False
814,2017-03-28,1045.14,1068.41,1015.45,1044.42,83567551.46,False,True,False,True
815,2017-03-29,1044.42,1058.66,1008.34,1041.9,71261535.48,False,False,False,True
816,2017-03-30,1041.9,1052.66,1020.93,1037.91,77633883.53,False,False,False,True
817,2017-03-31,1037.91,1088.2,1035.18,1079.11,96543920.02,False,True,False,False
818,2017-04-01,1079.11,1103.74,1067.47,1086.12,55020078.21,False,True,False,False
819,2017-04-02,1086.12,1109.48,1074.21,1097.4,77853933.84,False,True,False,False
820,2017-04-03,1097.4,1157.87,1095.55,1147.56,111870807.42,True,True,False,False
821,2017-04-04,1147.56,1161.19,1122.15,1141.77,81164094.44,False,False,False,True
822,2017-04-05,1141.77,1143.84,1110.06,1129.87,78335573.66,False,False,False,True
823,2017-04-06,1129.87,1201.55,1130.51,1188.7,108182158.18,True,True,False,False
824,2017-04-07,1188.7,1201.23,1173.18,1190.49,71184485.98,False,False,False,False
825,2017-04-08,1190.49,1198.22,1166.65,1180.78,39393003.33,False,False,False,True
826,2017-04-09,1180.78,1215.1,1173.99,1204.34,54498333.26,False,True,False,False
827,2017-04-10,1204.34,1214.87,1194.81,1206.71,48473680.7,False,False,False,False
828,2017-04-11,1206.71,1229.57,1195.76,1220.74,45563707.07,False,False,False,False
829,2017-04-12,1220.74,1225.46,1207.36,1212.53,54699396.14,False,False,False,False
830,2017-04-13,1212.53,1218.66,1150.29,1176.2,78456422.62,False,False,True,True
831,2017-04-14,1176.2,1195.4,1162.16,1177.33,56129576.67,False,False,False,False
832,2017-04-15,1177.33,1194.85,841.53,1176.99,33877537.21,False,False,True,True
833,2017-04-16,1176.99,1187.97,1166.74,1176.8,22538918.55,False,False,False,False
834,2017-04-17,1176.8,1202.97,1172.81,1194.01,56095607.39,False,True,False,False
835,2017-04-18,1194.01,1213.88,1191.14,1206.09,64900219.25,False,False,False,False
836,2017-04-19,1206.09,1218.21,1194.08,1215.2,53034357.1,False,False,False,False
837,2017-04-20,1215.2,1246.64,1210.67,1238.09,69223360.98,False,True,False,False
838,2017-04-21,1238.09,1256.97,1235.56,1249.64,52498296.85,False,False,False,False
839,2017-04-22,1249.64,1256.97,1215.78,1240.89,55776932.72,False,False,False,True
840,2017-04-23,1240.89,1256.23,1223.06,1249.14,54224355.75,False,False,False,False
841,2017-04-24,1249.14,1256.36,1234.86,1248.18,49281629.32,False,False,False,False
842,2017-04-25,1248.18,1272.62,1244.21,1264.31,56659016.28,False,False,False,False
843,2017-04-26,1264.31,1309.2,1263.0,1286.63,77649710.39,False,True,False,False
844,2017-04-27,1286.63,1346.79,1285.3,1332.91,83319636.4,False,True,False,False
845,2017-04-28,1332.91,1356.15,1287.62,1329.62,104536476.71,False,False,False,True
846,2017-04-29,1329.62,1343.69,1314.15,1336.28,55982468.15,False,False,False,False
847,2017-04-30,1336.28,1358.94,1309.66,1351.91,55470285.83,False,False,False,False
848,2017-05-01,1351.91,1448.68,1342.78,1415.81,144414038.52,True,True,False,False
849,2017-05-02,1415.81,1471.14,1394.83,1445.93,103342244.97,False,True,False,False
850,2017-05-03,1445.93,1496.39,1424.05,1485.55,122551707.4,False,True,False,False
851,2017-05-04,1485.55,1609.84,1437.11,1516.76,213084949.56,True,True,False,True
852,2017-05-05,1516.76,1588.11,1485.01,1507.77,188015771.96,False,True,False,True
853,2017-05-06,1507.77,1560.42,1503.93,1545.29,92747185.54,False,True,False,False
854,2017-05-07,1545.29,1572.89,1495.18,1554.45,111708072.42,False,False,False,True
855,2017-05-08,1554.45,1667.67,1552.86,1664.47,174687869.23,True,True,False,False
856,2017-05-09,1664.47,1757.39,1619.97,1697.5,219169486.19,True,True,False,True
857,2017-05-10,1697.5,1766.18,1664.99,1752.31,156203600.07,False,True,False,False
858,2017-05-11,1752.31,1864.76,1741.54,1819.29,198829123.41,True,True,False,False
859,2017-05-12,1819.29,1822.51,1641.18,1686.39,192159873.95,False,False,True,True
860,2017-05-13,1686.39,1770.5,1594.59,1763.74,128390095.83,False,True,True,True
861,2017-05-14,1763.74,1802.75,1736.13,1772.55,72874378.57,False,True,False,False
862,2017-05-15,1772.55,1776.65,1656.81,1708.92,138499150.92,False,False,True,True
863,2017-05-16,1708.92,1752.55,1653.72,1729.34,130379207.17,False,True,False,True
864,2017-05-17,1729.34,1842.83,1703.97,1801.3,170954154.68,True,True,False,False
865,2017-05-18,1801.3,1980.49,1791.12,1880.99,135901905.39,True,True,False,False
866,2017-05-19,1880.99,1969.7,1875.28,1962.0,191523926.23,False,True,False,False
867,2017-05-20,1962.0,2048.45,1944.4,2040.18,179346919.05,False,True,False,False
868,2017-05-21,2040.18,2094.94,1980.07,2044.19,161036810.13,False,True,False,True
869,2017-05-22,2044.19,2264.76,1998.61,2124.41,373482496.01,True,True,False,True
870,2017-05-23,2124.41,2286.3,2110.78,2272.58,251969081.94,True,True,False,False
871,2017-05-24,2272.58,2496.98,2263.29,2445.28,353734030.88,True,True,False,False
872,2017-05-25,2445.28,2781.76,2210.48,2307.22,622139030.97,True,True,True,True
873,2017-05-26,2306.96,2616.52,2051.45,2244.89,441342711.51,True,True,True,True
874,2017-05-27,2244.89,2322.37,1868.56,2052.43,446034004.02,False,True,True,True
875,2017-05-28,2052.43,2300.52,2051.07,2189.02,266766116.87,True,True,False,False
876,2017-05-29,2189.02,2337.35,2117.34,2278.21,204101576.11,True,True,False,True
877,2017-05-30,2278.21,2329.26,2147.1,2192.55,270069146.9,False,True,True,True
878,2017-05-31,2192.55,2330.62,2168.37,2303.34,261223035.96,True,True,False,False
879,2017-06-01,2303.34,2460.84,2303.34,2412.65,290070431.91,True,True,False,False
880,2017-06-02,2412.65,2493.97,2385.59,2492.6,199765372.83,False,True,False,False
881,2017-06-03,2492.6,2582.77,2449.95,2545.43,177168595.51,False,True,False,False
882,2017-06-04,2545.43,2559.79,2478.18,2524.06,149060810.38,False,False,False,True
883,2017-06-05,2524.06,2705.38,2523.92,2704.96,225611887.49,True,True,False,False
884,2017-06-06,2704.96,2931.24,2699.68,2870.5,538772473.78,True,True,False,False
885,2017-06-07,2870.5,2880.95,2626.56,2691.51,340329903.73,False,False,True,True
886,2017-06-08,2691.51,2808.41,2623.61,2798.78,260898606.12,False,True,False,True
887,2017-06-09,2798.78,2852.07,2786.07,2811.43,189237110.88,False,False,False,False
888,2017-06-10,2811.43,2914.19,2807.36,2900.25,246869682.08,False,True,False,False
889,2017-06-11,2900.25,2977.86,2867.25,2973.45,241516660.76,False,True,False,False
890,2017-06-12,2973.45,2985.06,2483.63,2656.77,585158909.87,False,False,True,True
891,2017-06-13,2656.77,2784.77,2647.44,2712.99,314476276.72,False,True,False,False
892,2017-06-14,2712.99,2803.72,2348.99,2467.27,448294279.42,False,True,True,True
893,2017-06-15,2467.27,2521.6,2125.56,2442.46,606264366.01,False,True,True,True
894,2017-06-16,2442.46,2536.42,2335.28,2508.58,286630757.58,False,True,False,True
895,2017-06-17,2508.58,2690.71,2454.81,2655.1,246698591.9,True,True,False,True
896,2017-06-18,2655.1,2676.04,2488.59,2539.56,235239296.33,False,False,True,True
897,2017-06-19,2539.56,2617.75,2518.78,2616.82,210372750.85,False,True,False,False
898,2017-06-20,2616.82,2800.48,2613.98,2754.38,300034010.58,True,True,False,False
899,2017-06-21,2754.38,2804.41,2624.35,2677.62,313234721.45,False,False,False,True
900,2017-06-22,2677.62,2757.32,2623.17,2722.84,210318780.96,False,True,False,True
901,2017-06-23,2722.84,2759.66,2699.48,2710.37,155303414.19,False,False,False,False
902,2017-06-24,2710.37,2741.56,2540.35,2590.05,228007287.01,False,False,True,True
903,2017-06-25,2590.05,2660.66,2472.37,2541.62,220679135.83,False,True,False,True
904,2017-06-26,2541.62,2584.75,2327.26,2446.05,401912134.89,False,False,True,True
905,2017-06-27,2446.05,2585.06,2309.63,2583.75,381517099.87,True,True,True,True
906,2017-06-28,2583.75,2616.95,2490.11,2577.74,279792448.24,False,False,False,True
907,2017-06-29,2577.74,2605.86,2526.51,2558.37,191733499.8,False,False,False,False
908,2017-06-30,2558.37,2576.28,2469.54,2480.61,183878856.3,False,False,False,True
909,2017-07-01,2480.61,2529.62,2387.47,2424.61,160661673.8,False,False,False,True
910,2017-07-02,2424.61,2555.34,2375.86,2536.46,165839565.2,True,True,False,True
911,2017-07-03,2536.46,2617.48,2506.3,2572.47,212244951.2,False,True,False,False
912,2017-07-04,2572.47,2658.73,2569.99,2617.32,210433639.12,False,True,False,False
913,2017-07-05,2617.32,2642.74,2562.04,2627.86,232257106.93,False,False,False,True
914,2017-07-06,2627.86,2634.84,2581.8,2614.24,156558009.83,False,False,False,False
915,2017-07-07,2614.24,2617.48,2484.73,2513.88,229168229.22,False,False,False,True
916,2017-07-08,2513.88,2568.73,2480.62,2564.86,136973389.49,False,True,False,False
917,2017-07-09,2564.86,2576.73,2509.65,2511.43,99506518.51,False,False,False,True
918,2017-07-10,2511.43,2530.34,2271.79,2344.02,297270301.0,False,False,True,True
919,2017-07-11,2344.02,2412.75,2265.48,2324.29,341998621.09,False,True,False,True
920,2017-07-12,2324.29,2424.82,2262.08,2403.09,257095280.13,False,True,False,True
921,2017-07-13,2403.09,2436.66,2334.96,2362.44,208630220.69,False,False,False,True
922,2017-07-14,2362.44,2370.53,2165.36,2234.17,257704533.44,False,False,True,True
923,2017-07-15,2234.17,2237.13,1974.03,1975.08,320719096.8,False,False,True,True
924,2017-07-16,1975.08,2044.41,1808.99,1914.09,364287861.72,False,True,True,True
925,2017-07-17,1914.09,2233.83,1913.79,2233.39,368366495.35,True,True,False,False
926,2017-07-18,2233.39,2400.74,2164.59,2320.23,465220151.81,True,True,False,True
927,2017-07-19,2320.23,2412.38,2243.13,2282.58,357639189.58,False,True,False,True
928,2017-07-20,2282.58,2932.81,2282.11,2866.02,807416890.88,True,True,False,False
